prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-66-05,90574847,1328,16412,-3976,950,871,-3907
FF-0F-67-05,90640383,-1418,15604,-3286,950,871,-3907
FF-0F-68-05,90705919,-540,17446,-994,857,701,-2881
FF-0F-69-05,90771455,-952,18142,-172,857,701,-2881
FF-0F-6A-05,90836991,-2116,16228,-3156,846,701,-1731
FF-0F-6B-05,90902527,-270,16686,2100,846,701,-1731
FF-0F-6C-05,90968063,524,18508,2068,785,-651,-1074
FF-0F-6D-05,91033599,2012,16596,-3966,785,-651,-1074
FF-0F-6E-05,91099135,3188,15034,-3980,785,-651,-1074
FF-0F-6F-05,91164671,2516,15714,-4716,790,-1093,-846
FF-0F-70-05,91230207,-102,16104,-4390,790,-1093,-846
FF-0F-71-05,91295743,270,16302,-3500,437,-462,-1364
FF-0F-72-05,91361279,1164,15864,-5028,437,-462,-1364
FF-0F-73-05,91426815,620,15568,-4876,104,-798,-1187
FF-0F-74-05,91492351,-516,16182,-2902,104,-798,-1187
FF-0F-75-05,91557887,-842,16382,-1914,-52,-369,-1214
FF-0F-76-05,91623423,-282,15472,-3586,-52,-369,-1214
FF-0F-77-05,91688959,-582,15946,-3486,-20,-344,-1232
FF-0F-78-05,91754495,-1036,15898,-2914,-20,-344,-1232
FF-0F-79-05,91820031,-1606,15422,-2552,-50,-289,-1334
FF-0F-7A-05,91885567,-1450,15956,-1838,-50,-289,-1334
FF-0F-7B-05,91951103,-1204,15992,-2766,-44,-435,-1442
FF-0F-7C-05,92016639,-1974,16078,-3238,-44,-435,-1442
FF-0F-7D-05,92082175,-2310,16364,-3722,23,-487,-1542
FF-0F-7E-05,92147711,-2866,16526,-2426,23,-487,-1542
FF-0F-7F-05,92213247,-2902,16784,-2512,-63,-427,-1624
FF-0F-80-05,92278783,-3006,16578,-2090,-63,-427,-1624
FF-0F-81-05,92344319,-2378,16266,-3280,-85,-395,-1759
FF-0F-82-05,92409855,-3324,16648,-2278,-85,-395,-1759
FF-0F-83-05,92475391,-3676,16498,-2578,-99,-357,-2148
FF-0F-84-05,92540927,-3366,16930,-3762,-99,-357,-2148
FF-0F-85-05,92606463,-3990,17796,-2456,-113,-605,-2409
FF-0F-86-05,92671999,-2842,19724,-2864,-113,-605,-2409
FF-0F-87-05,92737535,-2646,22116,-1342,-369,-757,-2600
FF-0F-88-05,92803071,-2042,21934,992,-369,-757,-2600
FF-0F-89-05,92868607,-288,20566,1794,-604,-1415,-2896
FF-0F-8A-05,92934143,728,19784,4036,-604,-1415,-2896
FF-0F-8B-05,92999679,140,19478,3262,-623,-2609,-3375
FF-0F-8C-05,93065215,-1480,17584,-678,-623,-2609,-3375
FF-0F-8D-05,93130751,-8696,16870,-5096,-623,-2609,-3375
FF-0F-8E-05,93196287,-11710,23460,-14146,-623,-2609,-3375
FF-0F-8F-05,93261823,-10932,17772,964,-623,-2609,-3375
FF-0F-90-05,93327359,-5202,15920,-118,-802,360,-4159
FF-0F-91-05,93392895,-2598,13840,-1314,-802,360,-4159
FF-0F-92-05,93458431,1410,15906,-1570,-1016,-770,-3137
FF-0F-93-05,93523967,236,9090,-6348,-1016,-770,-3137
FF-0F-94-05,93589503,1188,11650,-4502,-1762,-1303,-428
FF-0F-95-05,93655039,1484,10872,-5232,-1762,-1303,-428
FF-0F-96-05,93720575,-622,10112,-3466,-2189,1876,1886
FF-0F-97-05,93786111,-1872,11742,-3732,-2189,1876,1886
FF-0F-98-05,93851647,-2322,12366,-6062,-2486,3421,3957
FF-0F-99-05,93917183,-3004,14048,-9108,-2486,3421,3957
FF-0F-9A-05,93982719,-3058,15220,-9244,-2354,4165,5720
FF-0F-9B-05,94048255,-4804,16502,-7614,-2354,4165,5720
FF-0F-9C-05,94113791,-6636,18842,-11934,-2055,6432,6787
FF-0F-9D-05,94179327,-7946,21392,-14434,-2055,6432,6787
FF-0F-9E-05,94244863,-9924,22614,-11744,-1890,8741,7261
FF-0F-9F-05,94310399,-9900,21768,-11904,-1890,8741,7261
FF-0F-A0-05,94375935,-10182,19620,-12076,-1466,9378,7013
FF-0F-A1-05,94441471,-10402,21024,-6936,-1466,9378,7013
FF-0F-A2-05,94507007,-9916,20368,-6718,-653,7476,5934
FF-0F-A3-05,94572543,-8938,17594,-7540,-653,7476,5934
