prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-32-04,70389759,-1242,-1782,15802,-27,-2,-10
FF-0F-33-04,70455295,-1014,-1010,19468,-27,-2,-10
FF-0F-34-04,70520831,-1404,-3242,15342,-25,-7,-9
FF-0F-35-04,70586367,-1338,-1174,18370,-25,-7,-9
FF-0F-36-04,70651903,-1122,-1690,16920,-22,1,-10
FF-0F-37-04,70717439,-1430,-1190,16250,-22,1,-10
FF-0F-38-04,70782975,-1184,-1386,16166,-30,-2,-8
FF-0F-39-04,70848511,-1300,-1116,16812,-30,-2,-8
FF-0F-3A-04,70914047,-1348,-1344,16934,-24,-3,-12
FF-0F-3B-04,70979583,-1264,-1146,16708,-24,-3,-12
FF-0F-3C-04,71045119,-1258,-1270,16470,-24,-4,-10
FF-0F-3D-04,71110655,-1298,-1186,16582,-24,-4,-10
FF-0F-3E-04,71176191,-1228,-1266,16736,-26,-4,-9
FF-0F-3F-04,71241727,-1258,-1228,16736,-26,-4,-9
FF-0F-40-04,71307263,-1254,-1230,16570,-26,-3,-10
FF-0F-41-04,71372799,-1306,-1222,16600,-26,-3,-10
FF-0F-42-04,71438335,-1442,-1018,17182,-26,-4,-10
FF-0F-43-04,71503871,-1298,-1210,15718,-26,-4,-10
FF-0F-44-04,71569407,-1276,-1156,17152,-26,-3,-11
FF-0F-45-04,71634943,-1694,-742,17868,-26,-3,-11
FF-0F-46-04,71700479,-1188,-1566,13774,-19,-4,-9
FF-0F-47-04,71766015,-1402,-1256,17110,-19,-4,-9
FF-0F-48-04,71831551,-1226,-1464,18110,-27,-2,-10
FF-0F-49-04,71897087,-1252,-1080,16164,-27,-2,-10
FF-0F-4A-04,71962623,-1360,-1276,16136,-23,0,-10
FF-0F-4B-04,72028159,-1222,-1136,17236,-23,0,-10
FF-0F-4C-04,72093695,-1272,-1250,16696,-26,-5,-11
FF-0F-4D-04,72159231,-1348,-1204,16238,-26,-5,-11
FF-0F-4E-04,72224767,-1228,-1250,16788,-24,0,-9
FF-0F-4F-04,72290303,-1314,-1208,16764,-24,0,-9
FF-0F-50-04,72355839,-1282,-1258,16488,-23,-3,-9
FF-0F-51-04,72421375,-1234,-1208,16640,-23,-3,-9
FF-0F-52-04,72486911,-1326,-1248,16818,-23,-3,-9
FF-0F-53-04,72552447,-1282,-1224,16602,-25,-2,-11
FF-0F-54-04,72617983,-1300,-1256,16616,-25,-2,-11
FF-0F-55-04,72683519,-1324,-1214,16722,-24,-3,-11
FF-0F-56-04,72749055,-1270,-1236,16666,-24,-3,-11
FF-0F-57-04,72814591,-1294,-1272,16642,-23,-4,-9
FF-0F-58-04,72880127,-1318,-1206,16678,-23,-4,-9
FF-0F-59-04,72945663,-1278,-1212,16698,-24,-3,-10
FF-0F-5A-04,73011199,-1300,-1252,16688,-24,-3,-10
FF-0F-5B-04,73076735,-1270,-1228,16666,-25,-4,-9
FF-0F-5C-04,73142271,-1306,-1236,16672,-25,-4,-9
FF-0F-5D-04,73207807,-1296,-1220,16672,-26,-3,-10
FF-0F-5E-04,73273343,-1278,-1216,16642,-26,-3,-10
FF-0F-5F-04,73338879,-1264,-1232,16682,-26,-3,-10
FF-0F-60-04,73404415,-1266,-1208,16662,-26,-3,-10
FF-0F-61-04,73469951,-1306,-1186,16686,-27,-2,-11
FF-0F-62-04,73535487,-1298,-1224,16678,-27,-2,-11
FF-0F-63-04,73601023,-1254,-1228,16632,-26,-3,-10
FF-0F-64-04,73666559,-1258,-1242,16674,-26,-3,-10
FF-0F-65-04,73732095,-1294,-1222,16690,-26,-3,-10
FF-0F-66-04,73797631,-1300,-1214,16640,-26,-3,-10
FF-0F-67-04,73863167,-1298,-1210,16630,-25,-3,-10
FF-0F-68-04,73928703,-1300,-1218,16692,-25,-3,-10
FF-0F-69-04,73994239,-1276,-1232,16668,-25,-4,-9
FF-0F-6A-04,74059775,-1276,-1204,16666,-25,-4,-9
FF-0F-6B-04,74125311,-1254,-1236,16680,-25,-3,-11
FF-0F-6C-04,74190847,-1260,-1222,16682,-25,-3,-11
FF-0F-6D-04,74256383,-1322,-1206,16642,-25,-3,-11
FF-0F-6E-04,74321919,-1246,-1228,16690,-25,-3,-11
FF-0F-6F-04,74387455,-1276,-1202,16646,-24,-2,-9
FF-0F-70-04,74452991,-1338,-1228,16582,-24,-2,-9
FF-0F-71-04,74518527,-1276,-1184,16680,-24,-2,-9
FF-0F-72-04,74584063,-1322,-1220,16710,-25,-3,-10
FF-0F-73-04,74649599,-1312,-1246,16648,-25,-3,-10
FF-0F-74-04,74715135,-1260,-1248,16668,-25,-3,-10
FF-0F-75-04,74780671,-1270,-1230,16706,-25,-3,-10
FF-0F-76-04,74846207,-1266,-1218,16642,-26,-3,-11
FF-0F-77-04,74911743,-1260,-1228,16612,-26,-3,-11
FF-0F-78-04,74977279,-1260,-1236,16666,-25,-3,-10
FF-0F-79-04,75042815,-1242,-1184,16652,-25,-3,-10
FF-0F-7A-04,75108351,-1302,-1218,16684,-25,-3,-10
FF-0F-7B-04,75173887,-1294,-1240,16686,-25,-3,-10
FF-0F-7C-04,75239423,-1302,-1206,16710,-27,-4,-10
FF-0F-7D-04,75304959,-1280,-1240,16614,-27,-4,-10
FF-0F-7E-04,75370495,-1312,-1274,16630,-25,-4,-10
FF-0F-7F-04,75436031,-1282,-1222,16636,-25,-4,-10
FF-0F-80-04,75501567,-1242,-1216,16630,-24,-3,-11
FF-0F-81-04,75567103,-1282,-1218,16584,-24,-3,-11
FF-0F-82-04,75632639,-1278,-1188,16708,-22,-3,-9
