prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-3C-01,20713471,-336,-2612,-16008,-24,-5,-11
FF-0F-3D-01,20779007,-330,-2656,-15894,-24,-5,-11
FF-0F-3E-01,20844543,-284,-2722,-15832,-21,-4,-11
FF-0F-3F-01,20910079,-308,-2646,-16024,-21,-4,-11
FF-0F-40-01,20975615,-342,-2608,-15972,-24,-4,-11
FF-0F-41-01,21041151,-334,-2656,-15934,-24,-4,-11
FF-0F-42-01,21106687,-352,-2650,-15904,-24,-4,-11
FF-0F-43-01,21172223,-352,-2642,-15916,-24,-4,-11
FF-0F-44-01,21237759,-286,-2640,-16040,-24,-4,-11
FF-0F-45-01,21303295,-304,-2682,-15944,-22,-4,-10
FF-0F-46-01,21368831,-312,-2622,-15946,-22,-4,-10
FF-0F-47-01,21434367,-342,-2682,-15918,-22,-4,-12
FF-0F-48-01,21499903,-320,-2606,-15946,-22,-4,-12
FF-0F-49-01,21565439,-362,-2620,-15940,-26,-4,-11
FF-0F-4A-01,21630975,-286,-2682,-15904,-26,-4,-11
FF-0F-4B-01,21696511,-306,-2648,-15888,-21,-5,-11
FF-0F-4C-01,21762047,-324,-2652,-15946,-21,-5,-11
FF-0F-4D-01,21827583,-264,-2698,-15948,-25,-5,-11
FF-0F-4E-01,21893119,-336,-2682,-15862,-25,-5,-11
FF-0F-4F-01,21958655,-354,-2620,-15924,-24,-4,-10
FF-0F-50-01,22024191,-286,-2616,-15912,-24,-4,-10
FF-0F-51-01,22089727,-342,-2636,-15972,-20,-5,-10
FF-0F-52-01,22155263,-304,-2640,-15876,-20,-5,-10
FF-0F-53-01,22220799,-306,-2712,-15900,-24,-4,-11
FF-0F-54-01,22286335,-300,-2598,-15972,-24,-4,-11
FF-0F-55-01,22351871,-324,-2612,-15964,-25,-5,-11
FF-0F-56-01,22417407,-320,-2620,-15968,-25,-5,-11
FF-0F-57-01,22482943,-312,-2636,-15878,-20,-5,-12
FF-0F-58-01,22548479,-334,-2666,-15872,-20,-5,-12
FF-0F-59-01,22614015,-368,-2622,-16006,-25,-4,-11
FF-0F-5A-01,22679551,-306,-2636,-15966,-25,-4,-11
FF-0F-5B-01,22745087,-330,-2618,-15920,-24,-6,-10
FF-0F-5C-01,22810623,-300,-2718,-15918,-24,-6,-10
FF-0F-5D-01,22876159,-318,-2594,-15972,-22,-5,-11
FF-0F-5E-01,22941695,-338,-2644,-15924,-22,-5,-11
FF-0F-5F-01,23007231,-314,-2616,-15942,-21,-4,-12
FF-0F-60-01,23072767,-276,-2698,-15994,-21,-4,-12
FF-0F-61-01,23138303,-306,-2680,-15916,-24,-4,-10
FF-0F-62-01,23203839,-324,-2636,-15994,-24,-4,-10
FF-0F-63-01,23269375,-304,-2682,-15910,-24,-4,-10
FF-0F-64-01,23334911,-264,-2670,-15848,-24,-4,-11
FF-0F-65-01,23400447,-372,-2660,-15878,-24,-4,-11
FF-0F-66-01,23465983,-348,-2636,-15878,-23,-5,-12
FF-0F-67-01,23531519,-330,-2612,-15974,-23,-5,-12
FF-0F-68-01,23597055,-312,-2656,-15848,-21,-4,-11
FF-0F-69-01,23662591,-318,-2664,-15822,-21,-4,-11
FF-0F-6A-01,23728127,-290,-2656,-15922,-25,-4,-11
FF-0F-6B-01,23793663,-312,-2612,-15970,-25,-4,-11
FF-0F-6C-01,23859199,-330,-2652,-15934,-24,-4,-10
FF-0F-6D-01,23924735,-300,-2638,-15972,-24,-4,-10
FF-0F-6E-01,23990271,-344,-2670,-15884,-22,-4,-12
FF-0F-6F-01,24055807,-344,-2574,-15924,-22,-4,-12
FF-0F-70-01,24121343,-334,-2664,-15946,-22,-4,-11
FF-0F-71-01,24186879,-314,-2758,-15868,-22,-4,-11
FF-0F-72-01,24252415,-320,-2614,-15970,-25,-4,-10
FF-0F-73-01,24317951,-266,-2684,-16054,-25,-4,-10
FF-0F-74-01,24383487,-262,-2660,-15896,-22,-5,-10
FF-0F-75-01,24449023,-354,-2658,-15920,-22,-5,-10
FF-0F-76-01,24514559,-310,-2654,-15942,-21,-5,-13
FF-0F-77-01,24580095,-306,-2658,-15912,-21,-5,-13
FF-0F-78-01,24645631,-336,-2632,-15972,-25,-4,-10
FF-0F-79-01,24711167,-306,-2648,-15980,-25,-4,-10
